datetime,symbol,open,high,low,close,volume
2024-01-08 13:55:00,NSE:NIFTY,21572.4,21585.6,21569.8,21585.25,1964109.0
2024-01-08 14:00:00,NSE:NIFTY,21584.45,21599.8,21578.15,21598.2,2523396.0
2024-01-08 14:05:00,NSE:NIFTY,21598.4,21598.6,21576.15,21578.25,1961321.0
2024-01-08 14:10:00,NSE:NIFTY,21578.15,21590.3,21577.2,21587.2,1833378.0
2024-01-08 14:15:00,NSE:NIFTY,21586.9,21592.35,21578.5,21591.9,1674036.0
2024-01-08 14:20:00,NSE:NIFTY,21592.15,21592.8,21551.85,21561.9,3073357.0
2024-01-08 14:25:00,NSE:NIFTY,21561.3,21567.35,21547.3,21549.85,2577249.0
2024-01-08 14:30:00,NSE:NIFTY,21550.25,21557.95,21524.0,21526.25,2985580.0
2024-01-08 14:35:00,NSE:NIFTY,21524.45,21540.2,21515.5,21526.65,2997344.0
2024-01-08 14:40:00,NSE:NIFTY,21526.2,21534.25,21519.9,21527.15,2346484.0
2024-01-08 14:45:00,NSE:NIFTY,21526.1,21538.05,21525.35,21538.05,1974196.0
2024-01-08 14:50:00,NSE:NIFTY,21538.6,21540.9,21531.3,21533.05,2743956.0
2024-01-08 14:55:00,NSE:NIFTY,21532.3,21532.75,21522.15,21527.45,2385130.0
2024-01-08 15:00:00,NSE:NIFTY,21527.05,21541.55,21511.35,21515.1,5525911.0
2024-01-08 15:05:00,NSE:NIFTY,21516.55,21530.25,21509.7,21528.0,5237151.0
2024-01-08 15:10:00,NSE:NIFTY,21528.1,21531.65,21499.05,21507.3,5560389.0
2024-01-08 15:15:00,NSE:NIFTY,21507.9,21517.0,21492.9,21502.9,6048914.0
2024-01-08 15:20:00,NSE:NIFTY,21503.15,21514.1,21497.0,21508.5,6579667.0
2024-01-08 15:25:00,NSE:NIFTY,21508.95,21514.35,21506.3,21511.35,4681890.0
2024-01-09 09:15:00,NSE:NIFTY,21655.2,21673.65,21632.2,21646.55,11233880.0
2024-01-09 09:20:00,NSE:NIFTY,21646.2,21661.1,21645.35,21655.6,4202557.0
2024-01-09 09:25:00,NSE:NIFTY,21656.0,21672.2,21655.6,21664.55,4230241.0
2024-01-09 09:30:00,NSE:NIFTY,21663.85,21669.85,21643.7,21643.7,4178088.0
2024-01-09 09:35:00,NSE:NIFTY,21644.2,21650.0,21624.05,21634.05,3872152.0
2024-01-09 09:40:00,NSE:NIFTY,21633.9,21633.9,21602.35,21607.7,3613611.0
2024-01-09 09:45:00,NSE:NIFTY,21606.6,21624.25,21604.85,21624.25,4528849.0
2024-01-09 09:50:00,NSE:NIFTY,21623.7,21630.15,21594.45,21617.75,3759994.0
2024-01-09 09:55:00,NSE:NIFTY,21617.55,21629.6,21614.6,21625.75,2640319.0
2024-01-09 10:00:00,NSE:NIFTY,21625.5,21643.95,21625.5,21635.0,3191692.0
2024-01-09 10:05:00,NSE:NIFTY,21634.5,21649.65,21634.2,21640.4,2631465.0
2024-01-09 10:10:00,NSE:NIFTY,21639.45,21658.95,21639.45,21657.35,2892129.0
2024-01-09 10:15:00,NSE:NIFTY,21657.15,21674.2,21653.9,21673.35,3196309.0
2024-01-09 10:20:00,NSE:NIFTY,21673.1,21695.4,21673.1,21689.45,4562786.0
2024-01-09 10:25:00,NSE:NIFTY,21689.65,21692.05,21680.5,21686.35,2949515.0
2024-01-09 10:30:00,NSE:NIFTY,21685.9,21691.0,21682.45,21686.0,3639295.0
2024-01-09 10:35:00,NSE:NIFTY,21686.2,21693.45,21684.45,21689.05,2959897.0
2024-01-09 10:40:00,NSE:NIFTY,21688.3,21710.1,21687.85,21707.8,2511395.0
2024-01-09 10:45:00,NSE:NIFTY,21707.6,21710.35,21691.6,21692.05,2707316.0
2024-01-09 10:50:00,NSE:NIFTY,21692.2,21694.55,21687.4,21691.85,2402468.0
2024-01-09 10:55:00,NSE:NIFTY,21691.35,21691.35,21675.95,21680.05,2484397.0
2024-01-09 11:00:00,NSE:NIFTY,21680.2,21686.1,21677.2,21682.95,2560690.0
2024-01-09 11:05:00,NSE:NIFTY,21683.0,21709.85,21683.0,21708.95,2238508.0
2024-01-09 11:10:00,NSE:NIFTY,21708.4,21712.55,21695.4,21695.85,2637875.0
2024-01-09 11:15:00,NSE:NIFTY,21694.9,21699.5,21682.35,21682.6,1733579.0
2024-01-09 11:20:00,NSE:NIFTY,21683.3,21689.05,21676.0,21682.65,2081354.0
2024-01-09 11:25:00,NSE:NIFTY,21684.5,21691.0,21679.2,21686.8,1796929.0
2024-01-09 11:30:00,NSE:NIFTY,21687.55,21701.65,21687.55,21698.35,2156573.0
2024-01-09 11:35:00,NSE:NIFTY,21699.25,21702.1,21693.6,21697.65,2266513.0
2024-01-09 11:40:00,NSE:NIFTY,21698.55,21701.15,21692.55,21695.15,1766221.0
2024-01-09 11:45:00,NSE:NIFTY,21696.8,21713.4,21694.3,21705.55,1995099.0
2024-01-09 11:50:00,NSE:NIFTY,21706.3,21709.2,21692.15,21692.15,2086329.0
2024-01-09 11:55:00,NSE:NIFTY,21693.7,21702.15,21690.1,21699.35,1491086.0
2024-01-09 12:00:00,NSE:NIFTY,21700.3,21706.25,21691.25,21695.25,1748013.0
2024-01-09 12:05:00,NSE:NIFTY,21695.15,21700.5,21684.8,21684.8,2668159.0
2024-01-09 12:10:00,NSE:NIFTY,21686.25,21694.4,21683.55,21690.4,1440036.0
2024-01-09 12:15:00,NSE:NIFTY,21691.6,21707.35,21688.25,21703.4,1616263.0
2024-01-09 12:20:00,NSE:NIFTY,21703.95,21707.45,21694.65,21703.9,2515009.0
2024-01-09 12:25:00,NSE:NIFTY,21704.8,21712.8,21703.95,21705.55,2033030.0
2024-01-09 12:30:00,NSE:NIFTY,21705.4,21710.65,21697.95,21701.9,1923445.0
2024-01-09 12:35:00,NSE:NIFTY,21702.65,21724.45,21700.1,21704.85,3321191.0
2024-01-09 12:40:00,NSE:NIFTY,21705.45,21709.95,21703.55,21704.05,2484123.0
2024-01-09 12:45:00,NSE:NIFTY,21704.9,21712.95,21702.8,21708.8,1623923.0
2024-01-09 12:50:00,NSE:NIFTY,21708.5,21713.35,21706.2,21710.0,1388537.0
2024-01-09 12:55:00,NSE:NIFTY,21710.9,21720.1,21708.1,21715.25,2070761.0
2024-01-09 13:00:00,NSE:NIFTY,21714.95,21717.9,21709.7,21713.65,2265026.0
2024-01-09 13:05:00,NSE:NIFTY,21714.4,21720.7,21712.2,21718.45,1216461.0
2024-01-09 13:10:00,NSE:NIFTY,21718.4,21719.6,21703.7,21706.34960938,926353.0
2024-01-09 13:15:00,NSE:NIFTY,21706.80078125,21714.19921875,21703.15039063,21705.69921875,0.0
2024-01-09 13:20:00,NSE:NIFTY,21707.25,21710.55,21695.95,21699.35,1512605.0
2024-01-09 13:25:00,NSE:NIFTY,21699.95,21713.15,21699.95,21710.7,1360864.0
2024-01-09 13:30:00,NSE:NIFTY,21710.75,21714.2,21703.75,21705.1,1622383.0
2024-01-09 13:35:00,NSE:NIFTY,21705.9,21707.65,21694.3,21700.8,1459181.0
2024-01-09 13:40:00,NSE:NIFTY,21701.6,21705.0,21698.15,21701.45,1970199.0
2024-01-09 13:45:00,NSE:NIFTY,21702.3,21704.75,21694.5,21695.6,1907811.0
2024-01-09 13:50:00,NSE:NIFTY,21696.35,21699.15,21682.35,21691.65,2314838.0
2024-01-09 13:55:00,NSE:NIFTY,21691.5,21693.95,21671.85,21678.05,2128770.0
2024-01-09 14:00:00,NSE:NIFTY,21678.75,21689.45,21675.4,21686.4,1850426.0
2024-01-09 14:05:00,NSE:NIFTY,21687.25,21692.9,21663.35,21663.4,2366823.0
2024-01-09 14:10:00,NSE:NIFTY,21663.75,21673.3,21649.0,21655.4,2898992.0
2024-01-09 14:15:00,NSE:NIFTY,21656.6,21661.9,21608.85,21609.25,4267828.0
2024-01-09 14:20:00,NSE:NIFTY,21608.2,21616.6,21582.6,21604.3,6295311.0
2024-01-09 14:25:00,NSE:NIFTY,21604.85,21604.85,21555.75,21559.35,4977287.0
2024-01-09 14:30:00,NSE:NIFTY,21561.4,21606.75,21559.7,21591.7,3823069.0
2024-01-09 14:35:00,NSE:NIFTY,21592.75,21599.0,21570.45,21588.05,2724380.0
2024-01-09 14:40:00,NSE:NIFTY,21588.95,21591.7,21545.95,21555.25,3320005.0
2024-01-09 14:45:00,NSE:NIFTY,21556.5,21580.9,21555.6,21564.55,2737049.0
2024-01-09 14:50:00,NSE:NIFTY,21566.1,21585.0,21554.9,21579.25,2603723.0
2024-01-09 14:55:00,NSE:NIFTY,21578.65,21585.7,21570.15,21576.45,2705044.0
2024-01-09 15:00:00,NSE:NIFTY,21576.0,21580.95,21553.0,21563.55,6525871.0
2024-01-09 15:05:00,NSE:NIFTY,21563.75,21570.1,21550.1,21559.45,6265439.0
2024-01-09 15:10:00,NSE:NIFTY,21560.95,21562.2,21533.1,21542.05,6951862.0
2024-01-09 15:15:00,NSE:NIFTY,21543.2,21545.55,21529.55,21530.0,6975147.0
2024-01-09 15:20:00,NSE:NIFTY,21532.05,21546.25,21517.85,21545.15,7092429.0
2024-01-09 15:25:00,NSE:NIFTY,21545.45,21558.1,21544.45,21551.95,5241575.0
2024-01-10 09:15:00,NSE:NIFTY,21533.5,21564.5,21517.85,21553.45,10848356.0
2024-01-10 09:20:00,NSE:NIFTY,21554.1,21556.25,21528.95,21530.9,5504092.0
2024-01-10 09:25:00,NSE:NIFTY,21531.7,21538.15,21477.8,21478.2,7050008.0
2024-01-10 09:30:00,NSE:NIFTY,21475.45,21529.35,21448.65,21529.35,6089090.0
2024-01-10 09:35:00,NSE:NIFTY,21529.45,21539.85,21499.75,21524.35,3981080.0
2024-01-10 09:40:00,NSE:NIFTY,21523.9,21559.15,21521.35,21558.6,3922698.0
2024-01-10 09:45:00,NSE:NIFTY,21559.25,21564.8,21521.7,21549.05,5096941.0
2024-01-10 09:50:00,NSE:NIFTY,21548.25,21556.0,21541.75,21549.55,2349670.0
2024-01-10 09:55:00,NSE:NIFTY,21549.7,21549.8,21513.05,21540.15,3121134.0
2024-01-10 10:00:00,NSE:NIFTY,21539.35,21539.35,21513.55,21519.4,3246030.0
2024-01-10 10:05:00,NSE:NIFTY,21517.7,21530.35,21512.0,21524.15,3702804.0
2024-01-10 10:10:00,NSE:NIFTY,21523.0,21542.5,21522.6,21541.85,2415059.0
2024-01-10 10:15:00,NSE:NIFTY,21542.7,21573.9,21540.45,21568.3,2897851.0
2024-01-10 10:20:00,NSE:NIFTY,21567.65,21568.75,21534.85,21535.8,2331814.0
2024-01-10 10:25:00,NSE:NIFTY,21534.85,21536.1,21523.4,21534.7,1905238.0
2024-01-10 10:30:00,NSE:NIFTY,21535.3,21552.4,21534.05,21551.5,1686572.0
2024-01-10 10:35:00,NSE:NIFTY,21550.75,21555.75,21542.8,21555.7,1679991.0
2024-01-10 10:40:00,NSE:NIFTY,21555.8,21555.95,21525.6,21529.8,2718267.0
2024-01-10 10:45:00,NSE:NIFTY,21529.25,21536.75,21512.1,21516.4,1707507.0
2024-01-10 10:50:00,NSE:NIFTY,21516.7,21532.45,21515.15,21529.75,1530816.0
2024-01-10 10:55:00,NSE:NIFTY,21530.4,21536.85,21520.45,21525.6,2184763.0
2024-01-10 11:00:00,NSE:NIFTY,21525.95,21532.1,21518.0,21526.75,1705343.0
2024-01-10 11:05:00,NSE:NIFTY,21527.3,21529.0,21518.95,21526.55,2040088.0
2024-01-10 11:10:00,NSE:NIFTY,21526.6,21542.95,21523.05,21542.25,2202145.0
2024-01-10 11:15:00,NSE:NIFTY,21542.65,21548.75,21534.55,21536.25,1574013.0
2024-01-10 11:20:00,NSE:NIFTY,21536.3,21548.15,21534.95,21547.55,2349547.0
2024-01-10 11:25:00,NSE:NIFTY,21546.95,21549.45,21540.6,21541.9,1496842.0
2024-01-10 11:30:00,NSE:NIFTY,21542.3,21548.85,21532.3,21534.15,1785239.0
2024-01-10 11:35:00,NSE:NIFTY,21534.3,21553.0,21531.6,21549.45,1741852.0
2024-01-10 11:40:00,NSE:NIFTY,21550.3,21559.25,21546.7,21549.15,2198882.0
2024-01-10 11:45:00,NSE:NIFTY,21549.85,21553.1,21537.5,21541.85,1760792.0
2024-01-10 11:50:00,NSE:NIFTY,21541.2,21547.2,21536.05,21544.7,1999783.0
2024-01-10 11:55:00,NSE:NIFTY,21543.6,21547.35,21530.4,21536.85,1768770.0
2024-01-10 12:00:00,NSE:NIFTY,21536.75,21539.85,21524.2,21525.15,1546408.0
2024-01-10 12:05:00,NSE:NIFTY,21524.25,21526.15,21505.8,21522.2,2480979.0
2024-01-10 12:10:00,NSE:NIFTY,21521.85,21531.65,21516.3,21522.65,1720262.0
2024-01-10 12:15:00,NSE:NIFTY,21522.1,21525.25,21513.5,21515.1,1983581.0
2024-01-10 12:20:00,NSE:NIFTY,21514.8,21525.65,21505.3,21516.85,2223619.0
2024-01-10 12:25:00,NSE:NIFTY,21517.05,21518.65,21506.6,21515.5,1875483.0
2024-01-10 12:30:00,NSE:NIFTY,21515.4,21527.6,21508.35,21524.95,1937409.0
2024-01-10 12:35:00,NSE:NIFTY,21524.3,21532.45,21520.45,21527.65,1819954.0
2024-01-10 12:40:00,NSE:NIFTY,21528.95,21529.55,21503.5,21503.5,1832784.0
2024-01-10 12:45:00,NSE:NIFTY,21504.05,21525.05,21468.45,21497.35,3906438.0
2024-01-10 12:50:00,NSE:NIFTY,21497.95,21504.85,21487.55,21503.65,1809279.0
2024-01-10 12:55:00,NSE:NIFTY,21504.0,21504.0,21488.05,21496.65,1703543.0
2024-01-10 13:00:00,NSE:NIFTY,21498.25,21503.55,21489.0,21499.8,1297794.0
2024-01-10 13:05:00,NSE:NIFTY,21500.8,21516.9,21496.4,21509.15,1424791.0
2024-01-10 13:10:00,NSE:NIFTY,21509.55,21517.3,21506.25,21510.3,1621538.0
2024-01-10 13:15:00,NSE:NIFTY,21510.55,21515.5,21500.35,21503.35,1244867.0
2024-01-10 13:20:00,NSE:NIFTY,21503.15,21505.35,21490.4,21498.05,1321355.0
2024-01-10 13:25:00,NSE:NIFTY,21498.15,21500.25,21490.25,21495.85,1486990.0
2024-01-10 13:30:00,NSE:NIFTY,21496.35,21506.2,21488.35,21489.3,1669039.0
2024-01-10 13:35:00,NSE:NIFTY,21489.4,21494.05,21479.75,21489.05,2659621.0
2024-01-10 13:40:00,NSE:NIFTY,21488.9,21503.1,21481.3,21502.3,1862893.0
2024-01-10 13:45:00,NSE:NIFTY,21502.5,21504.7,21488.35,21493.15,2082665.0
2024-01-10 13:50:00,NSE:NIFTY,21493.6,21505.65,21490.75,21505.65,2014980.0
2024-01-10 13:55:00,NSE:NIFTY,21505.75,21528.45,21503.95,21525.6,3002867.0
2024-01-10 14:00:00,NSE:NIFTY,21524.55,21541.95,21511.75,21513.45,2524020.0
2024-01-10 14:05:00,NSE:NIFTY,21513.9,21521.0,21508.35,21518.1,1634602.0
2024-01-10 14:10:00,NSE:NIFTY,21518.3,21536.25,21517.7,21531.9,2513471.0
2024-01-10 14:15:00,NSE:NIFTY,21531.95,21557.8,21528.45,21547.8,2939278.0
2024-01-10 14:20:00,NSE:NIFTY,21547.9,21554.6,21520.75,21520.75,2929762.0
2024-01-10 14:25:00,NSE:NIFTY,21521.6,21528.6,21509.85,21518.3,2277263.0
2024-01-10 14:30:00,NSE:NIFTY,21519.4,21544.5,21518.0,21542.3,2257772.0
2024-01-10 14:35:00,NSE:NIFTY,21543.15,21569.1,21541.15,21563.05,3440637.0
2024-01-10 14:40:00,NSE:NIFTY,21563.5,21581.75,21561.2,21569.4,3336410.0
2024-01-10 14:45:00,NSE:NIFTY,21568.6,21574.9,21559.55,21563.9,2711314.0
2024-01-10 14:50:00,NSE:NIFTY,21565.2,21590.55,21561.65,21588.55,3473291.0
2024-01-10 14:55:00,NSE:NIFTY,21588.65,21617.9,21581.0,21605.75,4343996.0
2024-01-10 15:00:00,NSE:NIFTY,21604.55,21641.2,21603.25,21640.45,5850419.0
2024-01-10 15:05:00,NSE:NIFTY,21639.4,21641.85,21590.95,21614.15,6493256.0
2024-01-10 15:10:00,NSE:NIFTY,21614.3,21616.55,21602.1,21609.2,6184818.0
2024-01-10 15:15:00,NSE:NIFTY,21608.0,21623.9,21607.05,21623.85,6459220.0
2024-01-10 15:20:00,NSE:NIFTY,21623.3,21626.0,21617.15,21622.8,6596860.0
2024-01-10 15:25:00,NSE:NIFTY,21622.5,21632.55,21622.15,21625.4,5821222.0
2024-01-11 09:15:00,NSE:NIFTY,21694.75,21725.45,21683.4,21719.7,9641692.0
2024-01-11 09:20:00,NSE:NIFTY,21720.45,21726.5,21693.05,21693.05,4977566.0
2024-01-11 09:25:00,NSE:NIFTY,21692.6,21720.05,21690.4,21704.7,5480077.0
2024-01-11 09:30:00,NSE:NIFTY,21703.95,21711.05,21683.0,21697.1,4021889.0
2024-01-11 09:35:00,NSE:NIFTY,21697.45,21705.7,21688.45,21694.55,3363984.0
2024-01-11 09:40:00,NSE:NIFTY,21696.45,21698.55,21674.05,21683.15,2979478.0
2024-01-11 09:45:00,NSE:NIFTY,21683.1,21689.45,21678.3,21681.6,2305357.0
2024-01-11 09:50:00,NSE:NIFTY,21681.05,21689.6,21671.2,21672.25,2338287.0
2024-01-11 09:55:00,NSE:NIFTY,21672.2,21678.9,21666.1,21674.6,2201233.0
2024-01-11 10:00:00,NSE:NIFTY,21674.65,21675.15,21654.7,21664.3,2339925.0
2024-01-11 10:05:00,NSE:NIFTY,21664.45,21674.05,21660.55,21661.2,2931133.0
2024-01-11 10:10:00,NSE:NIFTY,21660.65,21673.6,21658.05,21672.15,8422405.0
2024-01-11 10:15:00,NSE:NIFTY,21672.4,21683.35,21658.5,21659.95,2909448.0
2024-01-11 10:20:00,NSE:NIFTY,21659.55,21662.8,21652.5,21658.05,1915012.0
2024-01-11 10:25:00,NSE:NIFTY,21658.0,21663.6,21656.55,21660.95,2139397.0
2024-01-11 10:30:00,NSE:NIFTY,21660.35,21669.9,21641.2,21667.8,2283481.0
2024-01-11 10:35:00,NSE:NIFTY,21667.05,21676.2,21664.45,21669.9,2034825.0
2024-01-11 10:40:00,NSE:NIFTY,21669.35,21669.35,21658.4,21664.15,2067009.0
2024-01-11 10:45:00,NSE:NIFTY,21663.2,21667.65,21651.25,21656.4,1981000.0
2024-01-11 10:50:00,NSE:NIFTY,21656.45,21659.45,21643.15,21643.15,2629605.0
2024-01-11 10:55:00,NSE:NIFTY,21641.15,21658.5,21630.4,21657.8,2442344.0
2024-01-11 11:00:00,NSE:NIFTY,21657.7,21658.25,21650.0,21651.25,2383971.0
2024-01-11 11:05:00,NSE:NIFTY,21651.7,21656.05,21650.75,21654.75,2166815.0
2024-01-11 11:10:00,NSE:NIFTY,21654.3,21655.35,21646.5,21654.85,1956753.0
2024-01-11 11:15:00,NSE:NIFTY,21655.3,21664.1,21654.15,21657.9,1756994.0
2024-01-11 11:20:00,NSE:NIFTY,21658.0,21661.2,21651.8,21652.35,2624484.0
2024-01-11 11:25:00,NSE:NIFTY,21652.8,21656.85,21652.15,21654.45,2020012.0
2024-01-11 11:30:00,NSE:NIFTY,21655.8,21659.4,21643.95,21656.6,2448781.0
2024-01-11 11:35:00,NSE:NIFTY,21655.55,21660.0,21650.75,21656.7,2345492.0
2024-01-11 11:40:00,NSE:NIFTY,21657.05,21667.3,21654.75,21663.8,1940851.0
2024-01-11 11:45:00,NSE:NIFTY,21663.7,21668.55,21660.35,21661.65,2393248.0
2024-01-11 11:50:00,NSE:NIFTY,21661.5,21670.6,21658.1,21665.2,2009393.0
2024-01-11 11:55:00,NSE:NIFTY,21665.35,21667.95,21661.1,21662.55,2175426.0
2024-01-11 12:00:00,NSE:NIFTY,21662.6,21665.65,21656.1,21660.15,2100727.0
2024-01-11 12:05:00,NSE:NIFTY,21660.25,21667.3,21658.4,21667.3,1990363.0
2024-01-11 12:10:00,NSE:NIFTY,21667.95,21670.0,21657.15,21657.15,2056506.0
2024-01-11 12:15:00,NSE:NIFTY,21657.2,21664.85,21651.2,21664.1,1520630.0
2024-01-11 12:20:00,NSE:NIFTY,21664.2,21668.35,21660.3,21666.8,2165907.0
2024-01-11 12:25:00,NSE:NIFTY,21666.75,21672.15,21663.2,21666.8,2636867.0
2024-01-11 12:30:00,NSE:NIFTY,21667.05,21672.45,21664.0,21666.65,1718527.0
2024-01-11 12:35:00,NSE:NIFTY,21666.4,21674.65,21666.4,21672.6,1662918.0
2024-01-11 12:40:00,NSE:NIFTY,21672.45,21674.45,21663.7,21671.2,1756674.0
2024-01-11 12:45:00,NSE:NIFTY,21671.0,21672.15,21660.7,21667.7,2285421.0
2024-01-11 12:50:00,NSE:NIFTY,21667.3,21672.25,21663.9,21668.1,2128410.0
2024-01-11 12:55:00,NSE:NIFTY,21668.2,21681.75,21667.8,21672.75,1946470.0
2024-01-11 13:00:00,NSE:NIFTY,21671.95,21675.9,21660.6,21667.45,1788600.0
2024-01-11 13:05:00,NSE:NIFTY,21667.55,21675.95,21665.95,21670.6,2050161.0
2024-01-11 13:10:00,NSE:NIFTY,21670.15,21680.15,21670.15,21673.35,1490733.0
2024-01-11 13:15:00,NSE:NIFTY,21673.85,21675.35,21668.05,21670.65,1625022.0
2024-01-11 13:20:00,NSE:NIFTY,21670.15,21679.2,21661.65,21670.4,2254339.0
2024-01-11 13:25:00,NSE:NIFTY,21669.95,21673.15,21662.1,21663.5,1838354.0
2024-01-11 13:30:00,NSE:NIFTY,21662.4,21667.8,21654.0,21658.45,1706180.0
2024-01-11 13:35:00,NSE:NIFTY,21658.55,21663.55,21653.35,21660.7,1915400.0
2024-01-11 13:40:00,NSE:NIFTY,21660.25,21665.35,21660.1,21664.25,1649631.0
2024-01-11 13:45:00,NSE:NIFTY,21663.8,21666.15,21655.05,21659.8,1435063.0
2024-01-11 13:50:00,NSE:NIFTY,21660.1,21663.6,21656.4,21661.25,2341096.0
2024-01-11 13:55:00,NSE:NIFTY,21661.45,21672.85,21659.2,21665.55,2628945.0
2024-01-11 14:00:00,NSE:NIFTY,21665.65,21671.25,21660.25,21664.7,2851460.0
2024-01-11 14:05:00,NSE:NIFTY,21664.35,21666.35,21638.7,21638.7,3013119.0
